ngram,COMP,NEG,NEUT,POS
걷/VV,0,2,0,0
걷/VV 는/ETM,0,1,0,0
걷/VV 는/ETM 것/NNB,0,1,0,0
걷/VV 어/EC,0,1,0,0
걷/VV 어/EC 내/VX,0,1,0,0
걸/VV,0,1,0,3
걸/VV 어/EC,0,0,0,2
걸/VV 어/EC 나오/VV,0,0,0,1
걸/VV 어/EC 주/VX,0,0,0,1
걸리/VV,0,2,0,0
걸림돌/NNG,0,1,0,0
걸맞/VA,0,0,0,2
걸맞/VA 게/EC,0,0,0,1
검사/NNG,0,0,0,2
검사/NNG 등/NNB,0,0,0,1
검사/NNG 등/NNB 으로/JKB,0,0,0,1
검사/NNG 로/JKB,0,0,0,1
검사/NNG 로/JKB 확인/NNG,0,0,0,1
검토/NNG,1,0,0,1
검토/NNG 하/XSV,1,0,0,1
겁/NNG,0,0,1,0
겁/NNG 없이/MAG,0,0,1,0
것/NNB,0,7,1,118
것/NNB 같/VA,0,1,0,10
것/NNB 같/VA 다/EF,0,0,0,2
것/NNB 같/VA 은/ETM,0,1,0,0
것/NNB 과/JKB,0,1,0,1
것/NNB 과/JKB 마찬가지/NNG,0,1,0,0
것/NNB 과/JKB 생필품/NNG,0,0,0,1
것/NNB ㄴ/JX,0,0,0,3
것/NNB ㄴ/JX 바람직/XR,0,0,0,1
것/NNB ㄴ/JX 절대/MAG,0,0,0,1
것/NNB ㄴ/JX 젊/VA,0,0,0,1
것/NNB 도/JX,0,0,0,5
것/NNB 도/JX 그/NP,0,0,0,1
것/NNB 도/JX 믿/VV,0,0,0,1
것/NNB 도/JX 아니/VCN,0,0,0,1
것/NNB 도/JX 아마/MAG,0,0,0,1
것/NNB 도/JX 있/VV,0,0,0,1
것/NNB 들/XSN,0,0,0,1
것/NNB 들/XSN 을/JKO,0,0,0,1
것/NNB 때문/NNB,0,0,0,1
것/NNB 때문/NNB 에/JKB,0,0,0,1
것/NNB 로/JKB,0,0,0,1
것/NNB 로/JKB 기억/NNG,0,0,0,1
것/NNB 만/JX,0,0,0,2
것/NNB 만/JX 도/JX,0,0,0,1
것/NNB 만/JX 으로/JKB,0,0,0,1
것/NNB 보다/JKB,0,0,0,1
것/NNB 보다/JKB 그동안/NNG,0,0,0,1
것/NNB 아니/VCN,0,0,0,1
것/NNB 아니/VCN ㅂ니까/EF,0,0,0,1
것/NNB 으로/JKB,0,0,0,5
것/NNB 으로/JKB 기대/NNG,0,0,0,1
것/NNB 으로/JKB 단맛/NNG,0,0,0,1
것/NNB 으로/JKB 여기/VV,0,0,0,1
것/NNB 으로/JKB 추정/NNG,0,0,0,1
것/NNB 으로/JKB 풀이/NNG,0,0,0,1
것/NNB 은/JX,0,0,0,2
것/NNB 은/JX 아니/VCN,0,0,0,1
것/NNB 은/JX 자아/NNG,0,0,0,1
것/NNB 을/JKO,0,0,0,6
것/NNB 을/JKO 깨닫/VV,0,0,0,1
것/NNB 을/JKO 돈/NNG,0,0,0,1
것/NNB 을/JKO 만들/VV,0,0,0,1
것/NNB 을/JKO 요구/NNG,0,0,0,2
것/NNB 을/JKO 확인/NNG,0,0,0,1
것/NNB 이/JKC,0,0,0,2
것/NNB 이/JKC 아니/VCN,0,0,0,2
것/NNB 이/JKS,0,2,0,11
것/NNB 이/JKS 국기/NNG,0,0,0,1
것/NNB 이/JKS 더/MAG,0,0,0,1
것/NNB 이/JKS 도움/NNG,0,0,0,1
것/NNB 이/JKS 뭐/NP,0,0,0,1
것/NNB 이/JKS 사실/NNG,0,0,0,2
것/NNB 이/JKS 안/MAG,0,0,0,1
것/NNB 이/JKS 얼마나/MAG,0,0,0,1
것/NNB 이/JKS 없/VA,0,2,0,1
것/NNB 이/JKS 이/MM,0,0,0,1
것/NNB 이/JKS 힘들/VA,0,0,0,1
것/NNB 이/VCP,0,1,1,54
것/NNB 이/VCP 고/EC,0,0,0,1
것/NNB 이/VCP ㄴ가/EF,0,0,0,1
것/NNB 이/VCP ㄴ지/EC,0,0,1,1
것/NNB 이/VCP 다/EF,0,0,0,9
것/NNB 이/VCP ㄹ까/EF,0,0,0,1
것/NNB 이/VCP 라고/EC,0,0,0,1
것/NNB 이/VCP 라는/ETM,0,0,0,1
것/NNB 이/VCP ㅁ/ETN,0,0,0,1
것/NNB 이/VCP ㅂ니다/EF,0,0,0,2
것/NNB 처럼/JKB,0,0,0,2
것/NNB 처럼/JKB 노려보/VV,0,0,0,1
것/NNB 처럼/JKB 보이/VV,0,0,0,1
게*/JKB,0,0,0,1
게*/JKB 미치/VV,0,0,0,1
게*/JKB 미치/VV 었/EP,0,0,0,1
게/EC,0,27,4,94
게/EC 갇히/VV,0,0,0,1
게/EC 갇히/VV 어/EC,0,0,0,1
게/EC 결심/NNG,0,0,0,1
게/EC 결심/NNG 을/JKO,0,0,0,1
게/EC 겹치/VV,0,0,0,1
게/EC 경고/NNG,0,0,0,1
게/EC 경고/NNG 하/XSV,0,0,0,1
게/EC 구분/NNG,0,0,1,0
게/EC 구분/NNG 되/XSV,0,0,1,0
게/EC 굳/VV,0,0,0,1
게/EC 굳/VV 지/EC,0,0,0,1
게/EC 그리/VV,0,0,0,2
게/EC 그리/VV 니/EF,0,0,0,1
게/EC 기회/NNG,0,0,0,1
게/EC 기회/NNG 를/JKO,0,0,0,1
게/EC 깎/VV,0,0,0,1
게/EC 깎/VV 았/EP,0,0,0,1
게/EC 내다보이/VV,0,0,0,1
게/EC 느끼/VV,0,2,0,1
게/EC 느끼/VV 어/EC,0,2,0,1
게/EC 늘/VV,0,0,0,1
게/EC 다가오/VV,0,0,0,1
게/EC 다르/VA,0,1,0,1
게/EC 다르/VA 아/EC,0,0,0,1
게/EC 다르/VA 지/EC,0,1,0,0
게/EC 다지/VV,0,0,0,1
게/EC 다지/VV 어/EC,0,0,0,1
게/EC 도/JX,0,0,0,3
게/EC 도/JX 바라/VV,0,0,0,1
게/EC 되/VV,0,3,0,6
게/EC 되/VV ㄴ/ETM,0,0,0,1
게/EC 되/VV ㄹ까/EC,0,0,0,1
게/EC 되/VV 었/EP,0,0,0,1
게/EC 되도록/MAG,0,0,0,1
게/EC 되도록/MAG 쉽/VA,0,0,0,1
게/EC 되살리/VV,0,0,0,1
게/EC 들리/VV,0,1,0,0
게/EC 따지/VV,0,0,0,1
게/EC 따지/VV 어/EC,0,0,0,1
게/EC 뜨겁/VA,0,0,0,1
게/EC 뜨겁/VA 어/EC,0,0,0,1
게/EC 마련/NNB,0,0,0,1
게/EC 마련/NNB 이/VCP,0,0,0,1
게/EC 만/JX,0,0,0,1
게/EC 만/JX 보이/VV,0,0,0,1
게/EC 만들/VV,0,3,0,1
게/EC 말/NNG,0,0,0,2
게/EC 말/NNG 하/XSV,0,0,0,2
게/EC 무섭/VA,0,0,0,1
게/EC 무섭/VA ㄴ/ETM,0,0,0,1
게/EC 묻어나/VV,0,0,1,0
게/EC 발흥/NNG,0,0,0,1
게/EC 발흥/NNG 하/XSV,0,0,0,1
게/EC 버티/VV,0,0,0,1
게/EC 버티/VV ㄴ/ETM,0,0,0,1
게/EC 부족/NNG,0,0,0,1
게/EC 부족/NNG 하/XSA,0,0,0,1
게/EC 붙/VV,0,0,0,1
게/EC 사/VV,0,0,0,1
게/EC 사용/NNG,0,0,0,1
게/EC 사용/NNG 되/XSV,0,0,0,1
게/EC 살/VV,0,0,0,5
게/EC 살/VV 아/EC,0,0,0,1
게/EC 생각/NNG,0,0,0,1
게/EC 생각/NNG 하/XSV,0,0,0,1
게/EC 성취/NNG,0,0,0,1
게/EC 성취/NNG 하/XSV,0,0,0,1
게/EC 승진/NNG,0,1,0,0
게/EC 승진/NNG 하/XSV,0,1,0,0
게/EC 시작/NNG,0,0,0,1
게/EC 시작/NNG 하/XSV,0,0,0,1
게/EC 쓰/VV,0,1,0,1
게/EC 쓰/VV 는/ETM,0,1,0,0
게/EC 아름답/VA,0,0,0,1
게/EC 여기/VV,0,1,0,1
게/EC 옥살이/NNG,0,0,0,1
게/EC 옥살이/NNG 를/JKO,0,0,0,1
게/EC 웃/VV,0,0,0,1
게/EC 위협/NNG,0,1,0,0
게/EC 위협/NNG 받/VV,0,1,0,0
게/EC 의식/NNG,0,1,0,0
게/EC 의식/NNG 하/XSV,0,1,0,0
게/EC 의지/NNG,0,0,0,1
게/EC 의지/NNG 하/XSV,0,0,0,1
게/EC 이/VCP,0,0,0,1
게/EC 이/VCP 든/EC,0,0,0,1
게/EC 이기/NNG,0,1,0,0
게/EC 이기/NNG 적/XSN,0,1,0,0
게/EC 이루/VV,0,0,0,1
게/EC 이루/VV 어/EC,0,0,0,1
게/EC 인기/NNG,0,0,0,1
게/EC 조명/NNG,0,0,0,1
게/EC 조명/NNG 하/XSV,0,0,0,1
게/EC 좋/VA,0,0,0,1
게/EC 좋/VA 아/EC,0,0,0,1
게/EC 주례/NNG,0,0,0,1
게/EC 주례/NNG 를/JKO,0,0,0,1
게/EC 준수/NNG,0,0,0,1
게/EC 준수/NNG 하/XSV,0,0,0,1
게/EC 찢어지/VV,0,1,0,0
게/EC 참여/NNG,0,0,0,1
게/EC 참여/NNG 하/XSV,0,0,0,1
게/EC 철학/NNG,0,0,0,1
게/EC 철학/NNG 이야기/NNG,0,0,0,1
게/EC 팔/VV,0,0,0,1
게/EC 팔/VV ㅂ니다/EC,0,0,0,1
게/EC 풀어지/VV,0,0,0,1
게/EC 하/VV,0,1,0,2
게/EC 하/VV 여/EC,0,0,0,1
게/EC 하/VX,0,5,0,12
게/EC 하/VX ㄴ/ETM,0,0,0,2
게/EC 하/VX 는/ETM,0,0,0,1
게/EC 하/VX ㄹ/ETM,0,1,0,1
게/EC 하/VX 아/EC,0,0,0,1
게/EC 행복/NNG,0,0,0,1
게/EC 행복/NNG 을/JKO,0,0,0,1
게다가/MAG,0,0,0,1
게든/EC,0,0,0,1
게양/NNG,0,0,0,1
게양/NNG 률/XSN,0,0,0,1
게양/NNG 률/XSN 을/JKO,0,0,0,1
게을리/MAG,0,0,0,1
게을리/MAG 하/XSV,0,0,0,1
게을리/MAG 하/XSV 시/EP,0,0,0,1
게임/NNG,0,0,0,1
게임/NNG 의/JKG,0,0,0,1
게임/NNG 의/JKG 법칙/NNG,0,0,0,1
겠/EP,0,3,0,29
겠/EP 네요/EF,0,0,0,1
겠/EP 느냐/EC,0,0,0,1
겠/EP 느냐고/EC,0,0,0,2
겠/EP 느냐고/EC 못/MAG,0,0,0,1
겠/EP 느냐고/EC 스스로/NNG,0,0,0,1
겠/EP 다/EC,0,0,0,1
겠/EP 다/EF,0,0,0,1
겠/EP 다고/EC,0,0,0,3
겠/EP 다고/EC 마음먹/VV,0,0,0,1
겠/EP 다고/EC 생각/NNG,0,0,0,1
겠/EP 다고/EC 팔/VV,0,0,0,1
겠/EP 다는/ETM,0,0,0,3
겠/EP 다는/ETM 꿈/NNG,0,0,0,1
겠/EP 다는/ETM 뜻/NNG,0,0,0,1
겠/EP 다는/ETM 생각/NNG,0,0,0,1
겠/EP 습니까/EF,0,0,0,1
겠/EP 어/EF,0,0,0,1
겠/EP 지요/EF,0,0,0,1
겨냥/NNG,0,0,0,1
겨우/MAG,0,1,0,1
겨울/NNG,0,0,0,1
겨울/NNG 에/JKB,0,0,0,1
겨울/NNG 에/JKB 는/JX,0,0,0,1
격/NNB,0,0,0,1
격/NNB 을/JKO,0,0,0,1
격/NNB 을/JKO 높이/VV,0,0,0,1
격려/NNG,0,0,0,2
격려/NNG 하/XSV,0,0,0,1
격려/NNG 하/XSV 았/EP,0,0,0,1
격상/NNG,0,0,0,1
격차/NNG,0,0,0,1
격차/NNG 해소/NNG,0,0,0,1
격차/NNG 해소/NNG 노력/NNG,0,0,0,1
겪/VV,0,2,0,0
겪/VV 는/ETM,0,1,0,0
겪/VV 는/ETM 경우/NNG,0,1,0,0
견디/VV,0,0,0,3
견디/VV 어/EC,0,0,0,1
견디/VV 어/EC 오/VX,0,0,0,1
견디/VV 어라/EF,0,0,0,1
견해/NNG,1,0,0,1
견해/NNG 를/JKO,1,0,0,1
견해/NNG 를/JKO 밝히/VV,1,0,0,1
결/NNG,0,0,0,1
결국/NNG,0,1,0,1
결국/NNG 죽/VV,0,1,0,0
결국/NNG 죽/VV 게/EC,0,1,0,0
결단/NNG,0,1,0,0
결단/NNG 을/JKO,0,1,0,0
결단/NNG 을/JKO 두/VV,0,1,0,0
결론/NNG,0,0,0,2
결론/NNG 을/JKO,0,0,0,1
결론/NNG 을/JKO 내리/VV,0,0,0,1
결속/NNG,0,0,0,1
결속/NNG 하/XSV,0,0,0,1
결심/NNG,0,0,0,4
결심/NNG 을/JKO,0,0,0,2
결심/NNG 을/JKO 뒤흔들/VV,0,0,0,1
결심/NNG 을/JKO 하/VV,0,0,0,1
결심/NNG 하/XSV,0,0,0,1
결여/NNG,0,1,0,1
결여/NNG 되/XSV,0,1,0,0
결여/NNG 의/JKG,0,0,0,1
결여/NNG 의/JKG 표상/NNG,0,0,0,1
결의/NNG,0,0,0,1
결의/NNG 하/XSV,0,0,0,1
결정/NNG,0,1,0,1
결정/NNG 을/JKO,0,1,0,0
결정/NNG 을/JKO 받/VV,0,1,0,0
결정/NNG 적/XSN,0,0,0,1
결정/NNG 적/XSN 단서/NNG,0,0,0,1
결집/NNG,0,0,0,1
결집/NNG 하/XSV,0,0,0,1
결코/MAG,0,0,0,2
결코/MAG 쓰러지/VV,0,0,0,1
결코/MAG 쓰러지/VV 지/EC,0,0,0,1
결함/NNG,0,1,0,0
결함/NNG 이/JKS,0,1,0,0
결함/NNG 이/JKS 있/VV,0,1,0,0
결혼/NNG,0,0,0,5
결혼/NNG 도/JX,0,0,0,1
결혼/NNG 도/JX 세상/NNG,0,0,0,1
결혼/NNG 에/JKB,0,0,0,1
결혼/NNG 에/JKB 대하/VV,0,0,0,1
결혼/NNG 을/JKO,0,0,0,1
결혼/NNG 을/JKO 꿈꾸/VV,0,0,0,1
결혼/NNG 전/NNG,0,0,0,1
결혼/NNG 전/NNG 에/JKB,0,0,0,1
결혼식/NNG,0,0,0,1
결혼식/NNG 에/JKB,0,0,0,1
결혼식/NNG 에/JKB 서로/MAG,0,0,0,1
겹치/VV,0,0,0,1
경각심/NNG,0,1,0,0
경각심/NNG 이/JKS,0,1,0,0
경각심/NNG 이/JKS 부각/NNG,0,1,0,0
경고/NNG,0,0,0,1
경고/NNG 하/XSV,0,0,0,1
경보/NNG,0,0,0,1
경보/NNG 도/JX,0,0,0,1
경색/NNG,0,0,0,1
경우/NNG,0,1,0,2
경우/NNG 가/JKS,0,1,0,0
경우/NNG 가/JKS 적/VA,0,1,0,0
경우/NNG 뇌/NNG,0,0,0,1
경우/NNG 뇌/NNG 신경/NNG,0,0,0,1
경쟁/NNG,1,0,0,1
경쟁/NNG 심리/NNG,1,0,0,0
경쟁/NNG 이/JKS,0,0,0,1
경쟁/NNG 이/JKS 치열/NNG,0,0,0,1
경제/NNG,0,2,1,2
경제/NNG 범죄/NNG,0,1,0,0
경제/NNG 성/XSN,0,0,1,0
경제/NNG 적/XSN,0,1,0,0
경제/NNG 적/XSN 궁핍/NNG,0,1,0,0
경제/NNG 정책/NNG,0,0,0,1
경제/NNG 제재/NNG,0,0,0,1
경제/NNG 제재/NNG 를/JKO,0,0,0,1
경제력/NNG,0,0,0,1
경제력/NNG 이/JKS,0,0,0,1
경제력/NNG 이/JKS 있/VA,0,0,0,1
경주/NNP,0,0,0,1
경주/NNP 탐방/NNG,0,0,0,1
경지/NNG,0,0,0,1
경지/NNG 의/JKG,0,0,0,1
경지/NNG 의/JKG 예술/NNG,0,0,0,1
경직/NNG,0,0,0,1
경직/NNG 성/XSN,0,0,0,1
경직/NNG 성/XSN 과/JC,0,0,0,1
경향/NNG,0,0,0,3
경향/NNG 을/JKO,0,0,0,1
경향/NNG 을/JKO 약화/NNG,0,0,0,1
경향/NNG 이/JKS,0,0,0,2
경향/NNG 이/JKS 있/VV,0,0,0,2
경험/NNG,0,0,0,3
경험/NNG 을/JKO,0,0,0,1
경험/NNG 을/JKO 공유/NNG,0,0,0,1
경험/NNG 이/JKS,0,0,0,1
경험/NNG 이/JKS 비슷/XR,0,0,0,1
곁/NNG,0,0,0,2
곁/NNG 으로/JKB,0,0,0,1
곁/NNG 을/JKO,0,0,0,1
곁/NNG 을/JKO 떠나/VV,0,0,0,1
곁들이/VV,0,0,0,1
계/XSN,0,0,0,4
계/XSN 가/JKS,0,0,0,1
계/XSN 가/JKS 주장/NNG,0,0,0,1
계/XSN 에서/JKB,0,0,0,2
계/XSN 에서/JKB 는/JX,0,0,0,1
계/XSN 에서/JKB 잔뼈/NNG,0,0,0,1
계/XSN 최대/NNG,0,0,0,1
계/XSN 최대/NNG 의/JKG,0,0,0,1
계기/NNG,0,0,0,2
계기/NNG 가/JKC,0,0,0,1
계기/NNG 가/JKC 되/VV,0,0,0,1
계기/NNG 로/JKB,0,0,0,1
계기/NNG 로/JKB 국내/NNG,0,0,0,1
계속/MAG,0,1,0,0
계속/MAG 정체/NNG,0,1,0,0
계속/MAG 정체/NNG 상태/NNG,0,1,0,0
계속/NNG,1,0,0,1
계속/NNG 하/XSV,1,0,0,1
계속/NNG 하/XSV 겠/EP,0,0,0,1
계통/NNG,0,0,0,1
계통/NNG 의/JKG,0,0,0,1
계통/NNG 의/JKG 질환/NNG,0,0,0,1
계획/NNG,0,0,0,13
계획/NNG 을/JKO,0,0,0,4
계획/NNG 을/JKO 발표/NNG,0,0,0,1
계획/NNG 을/JKO 세우/VV,0,0,0,2
계획/NNG 을/JKO 잡/VV,0,0,0,1
계획/NNG 이/VCP,0,0,0,3
계획/NNG 하/XSV,0,0,0,1
고*/EC,0,0,0,1
고*/EC 견디/VV,0,0,0,1
고*/EC 견디/VV 어/EC,0,0,0,1
고/EC,0,18,1,101
고/EC 걷/VV,0,1,0,0
고/EC 걷/VV 어/EC,0,1,0,0
고/EC 견디/VV,0,0,0,1
고/EC 견디/VV 어라/EF,0,0,0,1
고/EC 공연/NNG,0,1,0,0
고/EC 괴로워하/VV,0,1,0,0
고/EC 괴로워하/VV 았/EP,0,1,0,0
고/EC 귀/NNG,0,0,0,1
고/EC 귀/NNG 가/JKS,0,0,0,1
고/EC 그동안/NNG,0,0,0,1
고/EC 그동안/NNG 이루/VV,0,0,0,1
고/EC 나/VX,0,0,0,1
고/EC 나/VX 니까/EC,0,0,0,1
고/EC 나가/VV,0,0,0,1
고/EC 나가/VV 지/EC,0,0,0,1
고/EC 나서/VV,0,0,0,1
고/EC 나서/VV 기/ETN,0,0,0,1
고/EC 나오/VV,0,0,0,1
고/EC 나중/NNG,0,0,0,1
고/EC 나중/NNG 에/JKB,0,0,0,1
고/EC 는/JX,0,0,0,1
고/EC 는/JX 혀/NNG,0,0,0,1
고/EC 다가가/VV,0,0,0,1
고/EC 다가가/VV 려고/EC,0,0,0,1
고/EC 들어가/VV,0,0,0,1
고/EC 들어가/VV 는/ETM,0,0,0,1
고/EC 또는/MAG,0,0,0,1
고/EC 또는/MAG 공짜/NNG,0,0,0,1
고/EC 만/JX,0,1,0,0
고/EC 만/JX 보/VV,0,1,0,0
고/EC 말/VX,0,0,0,2
고/EC 말/VX ㄹ/ETM,0,0,0,1
고/EC 맛/NNG,0,0,0,1
고/EC 맛/NNG 있/VV,0,0,0,1
고/EC 먹/VV,0,0,0,1
고/EC 먹/VV 고/EC,0,0,0,1
고/EC 면허/NNG,0,0,0,1
고/EC 면허/NNG 를/JKO,0,0,0,1
고/EC 몸살/NNG,0,0,0,1
고/EC 몸살/NNG 을/JKO,0,0,0,1
고/EC 물/NNG,0,1,0,0
고/EC 물/NNG 속/NNG,0,1,0,0
고/EC 믿/VV,0,1,0,0
고/EC 믿/VV 으시/EP,0,1,0,0
고/EC 번들번들/MAG,0,0,0,1
고/EC 번들번들/MAG 하/XSV,0,0,0,1
고/EC 보/VX,0,0,0,1
고/EC 사/VV,0,0,0,1
고/EC 사/VV 느라/EC,0,0,0,1
고/EC 살/VV,0,1,0,1
고/EC 살/VV ㄴ다는/ETM,0,0,0,1
고/EC 살/VV 았/EP,0,1,0,0
고/EC 손/NNG,0,0,0,1
고/EC 손/NNG 으로/JKB,0,0,0,1
고/EC 수미산/NNP,0,0,0,1
고/EC 수미산/NNP 을/JKO,0,0,0,1
고/EC 싶/VX,0,0,0,21
고/EC 싶/VX 다는/ETM,0,0,0,1
고/EC 싶/VX 습니다/EF,0,0,0,1
고/EC 싶/VX 어/EC,0,0,0,3
고/EC 싶/VX 어/EF,0,0,0,1
고/EC 싶/VX 어요/EF,0,0,0,1
고/EC 싶/VX 었/EP,0,0,0,2
고/EC 싶/VX 은/ETM,0,0,0,2
고/EC 싸움/NNG,0,1,0,0
고/EC 싸움/NNG 을/JKO,0,1,0,0
고/EC 쓸쓸/XR,0,0,0,1
고/EC 쓸쓸/XR 하/XSA,0,0,0,1
고/EC 약혼/NNG,0,1,0,0
고/EC 약혼/NNG 까지/JX,0,1,0,0
고/EC 양심/NNG,0,0,0,1
고/EC 양심/NNG 의/JKG,0,0,0,1
고/EC 얼마나/MAG,0,1,0,0
고/EC 얼마나/MAG 오랜/MM,0,1,0,0
고/EC 역사/NNG,0,0,0,1
고/EC 역사/NNG 의/JKG,0,0,0,1
고/EC 예술/NNG,0,0,0,1
고/EC 예술/NNG 적/XSN,0,0,0,1
고/EC 오/VX,0,0,0,1
고/EC 오/VX 았/EP,0,0,0,1
고/EC 외롭/VA,0,0,0,1
고/EC 외롭/VA 었/EP,0,0,0,1
고/EC 욕망/NNG,0,0,0,1
고/EC 욕망/NNG 을/JKO,0,0,0,1
고/EC 용서/NNG,0,0,0,1
고/EC 용서/NNG 하/XSV,0,0,0,1
고/EC 울리/VV,0,0,0,1
고/EC 이/MM,0,0,0,1
고/EC 이/MM 지구/NNG,0,0,0,1
고/EC 익숙/XR,0,0,0,1
고/EC 익숙/XR 하/XSA,0,0,0,1
고/EC 있/VA,0,0,0,1
고/EC 있/VA 는/ETM,0,0,0,1
고/EC 있/VX,0,4,0,14
고/EC 있/VX 는/ETM,0,3,0,4
고/EC 있/VX 는데/EC,0,0,0,1
고/EC 있/VX 다/EF,0,0,0,2
고/EC 있/VX 습니다/EF,0,0,0,2
고/EC 있/VX 었/EP,0,0,0,2
고/EC 자/VV,0,1,0,0
고/EC 자/VV 는/ETM,0,1,0,0
고/EC 자라/VV,0,0,0,1
고/EC 자라/VV ㄹ까/EF,0,0,0,1
고/EC 정들/VV,0,0,0,1
고/EC 정들/VV ㄴ/ETM,0,0,0,1
고/EC 존재/NNG,0,0,0,1
고/EC 존재/NNG 이유/NNG,0,0,0,1
고/EC 좋/VA,0,0,0,1
고/EC 좋/VA 은/ETM,0,0,0,1
고/EC 즐기/VV,0,0,0,1
고/EC 최고/NNG,0,1,0,0
고/EC 토하/VV,0,0,0,1
고/EC 토하/VV 고/EC,0,0,0,1
고/EC 하/VX,0,0,0,1
고/EC 하/VX 는/ETM,0,0,0,1
고/EC 해외/NNG,0,0,0,1
고/EC 해외/NNG 시장/NNG,0,0,0,1
고/EC 허둥대/VV,0,1,0,0
고/EC 화장실/NNG,0,0,0,1
고/EC 화장실/NNG 을/JKO,0,0,0,1
고/EC 휴식/NNG,0,0,0,1
고/EC 휴식/NNG 참/NNG,0,0,0,1
고/JKQ,0,3,0,14
고/JKQ 강조/NNG,0,0,0,1
고/JKQ 강조/NNG 하/XSV,0,0,0,1
고/JKQ 기뻐하/VV,0,0,0,1
고/JKQ 다짐/NNG,0,0,0,1
고/JKQ 다짐/NNG 하/XSV,0,0,0,1
고/JKQ 답변/NNG,0,0,0,1
고/JKQ 답변/NNG 하/XSV,0,0,0,1
고/JKQ 답하/VV,0,0,0,1
고/JKQ 말/NNG,0,1,0,3
고/JKQ 말/NNG 하/XSV,0,1,0,3
고/JKQ 밝히/VV,0,0,0,1
고/JKQ 정의/NNG,0,0,0,1
고/JKQ 정의/NNG 하/XSV,0,0,0,1
고/JKQ 주장/NNG,0,0,0,1
고/JKQ 주장/NNG 하/XSV,0,0,0,1
고/JKQ 지적/NNG,0,0,0,1
고/JKQ 지적/NNG 하/XSV,0,0,0,1
고/JKQ 통첩/NNG,0,0,0,1
고/JKQ 통첩/NNG 하/XSV,0,0,0,1
고/JKQ 평가/NNG,0,1,0,0
고/JKQ 평가/NNG 하/XSV,0,1,0,0
고/JKQ 호소/NNG,0,0,0,1
고/JKQ 호소/NNG 하/XSV,0,0,0,1
고/XPN,0,0,0,1
고/XPN 품질/NNG,0,0,0,1
고/XPN 품질/NNG 유지/NNG,0,0,0,1
고갈/NNG,0,1,0,0
고갈/NNG 상태/NNG,0,1,0,0
고개/NNG,0,0,0,2
고개/NNG 를/JKO,0,0,0,2
고개/NNG 를/JKO 끄덕이/VV,0,0,0,1
고개/NNG 를/JKO 절레절레/MAG,0,0,0,1
고객/NNG,0,0,0,3
고객/NNG 들/XSN,0,0,0,1
고객/NNG 들/XSN 에게/JKB,0,0,0,1
고구려/NNP,0,0,0,1
고구려/NNP 벽화/NNG,0,0,0,1
고구려/NNP 벽화/NNG 를/JKO,0,0,0,1
고급/NNG,0,1,0,0
고급/NNG 화/XSN,0,1,0,0
고기/NNG,0,0,0,1
고기/NNG 와/JC,0,0,0,1
고기/NNG 와/JC 생선/NNG,0,0,0,1
고달프/VA,0,0,0,1
고달프/VA ㄴ/ETM,0,0,0,1
고달프/VA ㄴ/ETM 삶/NNG,0,0,0,1
고대/NNG,0,0,0,1
고대/NNG 하/XSV,0,0,0,1
고도/NNG,0,0,0,1
고도/NNG 를/JKO,0,0,0,1
고도/NNG 를/JKO 떠나/VV,0,0,0,1
고독/NNG,0,1,0,0
고독/NNG 하/XSA,0,1,0,0
고되/VA,0,1,0,0
고루/XR,0,0,0,1
고루/XR 하/XSA,0,0,0,1
고루/XR 하/XSA ㄴ/ETM,0,0,0,1
고르/VA,0,1,0,0
고르/VA 지/EC,0,1,0,0
고르/VA 지/EC 못하/VX,0,1,0,0
고리타분/XR,0,0,0,1
고리타분/XR 하/XSA,0,0,0,1
고리타분/XR 하/XSA 게/EC,0,0,0,1
고립/NNG,0,0,0,1
고립/NNG 되/XSV,0,0,0,1
고립/NNG 되/XSV 어/EC,0,0,0,1
고립무원/NNG,0,1,0,0
고립무원/NNG 속/NNG,0,1,0,0
고립무원/NNG 속/NNG 에서/JKB,0,1,0,0
고마움/NNG,0,0,0,2
고마움/NNG 깨닫/VV,0,0,0,1
고마움/NNG 을/JKO,0,0,0,1
고마움/NNG 을/JKO 전하/VV,0,0,0,1
고무/NNG,0,1,0,1
고무/NNG 밴드/NNG,0,1,0,0
고무/NNG 밴드/NNG 가/JKS,0,1,0,0
고무/NNG 적/XSN,0,0,0,1
고무/NNG 적/XSN 이/VCP,0,0,0,1
고민/NNG,0,3,0,1
고민/NNG 에/JKB,0,0,0,1
고민/NNG 에/JKB 도움/NNG,0,0,0,1
고민/NNG 하/XSV,0,1,0,0
고발/NNG,0,1,0,2
고발/NNG 건수/NNG,0,0,0,1
고발/NNG 건수/NNG 가/JKS,0,0,0,1
고백/NNG,0,0,0,1
고백/NNG 하/XSV,0,0,0,1
고백/NNG 하/XSV 건대/EC,0,0,0,1
고비/NNG,0,0,0,1
고비/NNG 를/JKO,0,0,0,1
고비/NNG 를/JKO 넘기/VV,0,0,0,1
고삐/NNG,0,1,0,0
고삐/NNG 가/JKS,0,1,0,0
고삐/NNG 가/JKS 풀리/VV,0,1,0,0
고심/NNG,0,1,0,0
고심/NNG 하/XSV,0,1,0,0
고액/NNG,0,0,0,1
고액/NNG 과외/NNG,0,0,0,1
고액/NNG 과외/NNG 는/JX,0,0,0,1
고양/NNG,0,0,0,1
고양/NNG 시키/XSV,0,0,0,1
고유/NNG,0,0,0,1
